ticket_id,customer_id,order_id,created_at,resolved_at,issue_type,priority,status,channel,customer_satisfaction_score,description
TKT00001159,CUST002082,ORD00021139,2023-10-06 08:12:48,2023-10-11 13:12:48,Missing Item,Low,Closed,Email,2.0,Customer reported an issue related to technical issue.
TKT00001160,CUST004087,ORD00010145,2023-08-16 15:38:58,,Order Cancellation,High,Open,Phone,,Customer reported an issue related to payment issue.
TKT00001161,CUST001364,,2023-07-09 08:43:27,2023-07-11 19:43:27,Delivery Delay,High,Resolved,Phone,4.0,Customer reported an issue related to technical issue.
TKT00001162,CUST003908,ORD00010591,2023-07-16 17:17:35,,Technical Issue,High,Open,Web Form,,Customer reported an issue related to damaged product.
TKT00001163,CUST000379,ORD00026461,2025-01-24 02:01:53,2025-02-03 01:01:53,Account Access,Medium,Resolved,Phone,2.0,Customer reported an issue related to order cancellation.
TKT00001164,CUST000466,ORD00007318,2023-11-29 04:29:15,2023-12-02 13:29:15,Account Access,Medium,Closed,Email,5.0,Customer reported an issue related to missing item.
TKT00001165,CUST000177,ORD00007419,2023-03-06 19:05:32,2023-03-07 06:05:32,Order Cancellation,Medium,Resolved,Chat,2.0,Customer reported an issue related to delivery delay.
TKT00001166,CUST002863,ORD00016512,2023-09-01 00:21:56,2023-09-10 22:21:56,Delivery Delay,High,Closed,Social Media,1.0,Customer reported an issue related to missing item.
TKT00001167,CUST004398,ORD00009487,2025-11-03 09:10:16,,Product Information,Medium,In Progress,Chat,,Customer reported an issue related to refund request.
TKT00001168,CUST000833,ORD00029950,2024-11-05 16:22:20,2024-11-10 20:22:20,Wrong Product,Critical,Resolved,Social Media,2.0,Customer reported an issue related to product information.
TKT00001169,CUST000121,ORD00007476,2024-12-04 03:43:10,2024-12-08 16:43:10,Wrong Product,Medium,Closed,Chat,5.0,Customer reported an issue related to product information.
TKT00001170,CUST000847,,2023-04-09 05:59:03,,Refund Request,Low,In Progress,Social Media,,Customer reported an issue related to account access.
TKT00001171,CUST000173,ORD00017018,2026-05-03 01:52:55,2026-05-10 06:52:55,Account Access,Medium,Closed,Social Media,3.0,Customer reported an issue related to payment issue.
TKT00001172,CUST000937,ORD00023198,2024-09-11 06:56:57,2024-09-21 04:56:57,Account Access,Critical,Closed,Social Media,3.0,Customer reported an issue related to payment issue.
TKT00001173,CUST002733,ORD00026308,2024-03-31 19:35:41,,Product Information,Low,In Progress,Email,,Customer reported an issue related to payment issue.
TKT00001174,CUST004949,ORD00016852,2025-12-21 00:29:33,2025-12-30 08:29:33,Delivery Delay,Critical,Resolved,Web Form,4.0,Customer reported an issue related to refund request.
TKT00001175,CUST003366,ORD00001332,2025-08-31 21:15:00,,Delivery Delay,Medium,In Progress,Web Form,,Customer reported an issue related to account access.
TKT00001176,CUST002431,,2026-05-23 12:37:26,2026-05-25 04:37:26,Order Cancellation,Medium,Resolved,Phone,4.0,Customer reported an issue related to refund request.
TKT00001177,CUST003902,,2024-05-01 00:13:18,2024-05-06 22:13:18,Payment Issue,Low,Resolved,Email,4.0,Customer reported an issue related to missing item.
TKT00001178,CUST002607,ORD00011529,2026-02-01 08:20:17,2026-02-07 14:20:17,Refund Request,Low,Resolved,Email,3.0,Customer reported an issue related to damaged product.
TKT00001179,CUST001190,ORD00024213,2026-01-01 11:19:59,,Order Cancellation,Critical,Open,Social Media,,Customer reported an issue related to missing item.
TKT00001180,CUST000833,ORD00015215,2025-12-14 10:25:16,,Damaged Product,Low,Open,Phone,,Customer reported an issue related to wrong product.
TKT00001181,CUST000360,ORD00029078,2025-01-29 02:16:54,,Wrong Product,Medium,Open,Web Form,,Customer reported an issue related to refund request.
TKT00001182,CUST000805,ORD00013870,2025-03-25 05:28:26,,Payment Issue,High,In Progress,Web Form,,Customer reported an issue related to account access.
TKT00001183,CUST000512,ORD00028662,2025-07-23 01:59:52,2025-07-31 10:59:52,Missing Item,Critical,Closed,Social Media,2.0,Customer reported an issue related to account access.
TKT00001184,CUST004752,ORD00015732,2025-10-01 08:47:51,,Product Information,Low,In Progress,Email,,Customer reported an issue related to account access.
TKT00001185,CUST000214,ORD00012239,2023-07-21 09:42:31,,Wrong Product,High,In Progress,Web Form,,Customer reported an issue related to account access.
TKT00001186,CUST000370,ORD00008910,2024-04-25 15:15:38,2024-05-01 17:15:38,Order Cancellation,High,Closed,Phone,1.0,Customer reported an issue related to damaged product.
TKT00001187,CUST003953,,2025-03-24 07:49:17,2025-03-29 23:49:17,Product Information,Low,Closed,Email,5.0,Customer reported an issue related to order cancellation.
TKT00001188,CUST000415,ORD00024253,2025-01-23 17:15:46,2025-01-28 11:15:46,Refund Request,Low,Closed,Web Form,2.0,Customer reported an issue related to missing item.
TKT00001189,CUST004313,ORD00023358,2023-10-15 01:13:44,,Missing Item,High,Open,Email,,Customer reported an issue related to wrong product.
TKT00001190,CUST004815,ORD00014927,2024-08-23 05:07:53,,Refund Request,High,Open,Social Media,,Customer reported an issue related to damaged product.
TKT00001191,CUST001820,ORD00004381,2024-10-15 08:03:07,2024-10-22 16:03:07,Order Cancellation,High,Resolved,Chat,4.0,Customer reported an issue related to missing item.
TKT00001192,CUST001265,ORD00010158,2026-01-18 21:23:00,,Wrong Product,Critical,In Progress,Social Media,,Customer reported an issue related to delivery delay.
TKT00001193,CUST003267,ORD00009862,2023-10-15 03:46:07,,Damaged Product,High,Open,Chat,,Customer reported an issue related to technical issue.
TKT00001194,CUST000759,ORD00001339,2023-11-21 04:31:21,2023-11-23 04:31:21,Product Information,Low,Closed,Social Media,5.0,Customer reported an issue related to damaged product.
TKT00001195,CUST001306,ORD00025342,2024-01-09 10:00:52,2024-01-19 09:00:52,Technical Issue,Critical,Closed,Chat,2.0,Customer reported an issue related to refund request.
TKT00001196,CUST004305,,2023-10-31 00:52:39,2023-11-05 01:52:39,Account Access,Critical,Closed,Social Media,5.0,Customer reported an issue related to delivery delay.
TKT00001197,CUST000169,ORD00017862,2024-02-13 22:27:10,2024-02-21 23:27:10,Missing Item,High,Closed,Web Form,3.0,Customer reported an issue related to product information.
TKT00001198,CUST001024,ORD00028559,2024-10-11 07:15:15,2024-10-11 15:15:15,Technical Issue,Medium,Resolved,Social Media,3.0,Customer reported an issue related to damaged product.
TKT00001199,CUST001154,ORD00001795,2025-05-29 02:12:38,2025-06-03 03:12:38,Refund Request,High,Resolved,Social Media,5.0,Customer reported an issue related to payment issue.
TKT00001200,CUST004031,ORD00009831,2024-12-22 14:00:26,,Order Cancellation,Medium,Open,Web Form,,Customer reported an issue related to order cancellation.
TKT00001201,CUST000695,ORD00012474,2023-11-30 10:08:33,2023-12-07 14:08:33,Damaged Product,Medium,Resolved,Social Media,2.0,Customer reported an issue related to product information.
TKT00001202,CUST002303,ORD00019203,2023-03-29 13:25:35,,Technical Issue,Low,Open,Email,,Customer reported an issue related to damaged product.
TKT00001203,CUST001589,ORD00013649,2025-03-05 11:56:29,2025-03-11 02:56:29,Account Access,High,Resolved,Chat,4.0,Customer reported an issue related to wrong product.
TKT00001204,CUST001352,ORD00028422,2024-11-05 07:42:57,2024-11-09 07:42:57,Account Access,Low,Resolved,Chat,3.0,Customer reported an issue related to technical issue.
TKT00001205,CUST000626,ORD00012294,2025-07-18 02:47:30,2025-07-20 06:47:30,Missing Item,High,Closed,Email,5.0,Customer reported an issue related to payment issue.
TKT00001206,CUST001228,ORD00003258,2025-04-19 10:03:00,,Refund Request,Medium,In Progress,Chat,,Customer reported an issue related to product information.
TKT00001207,CUST000736,,2024-08-01 13:44:35,,Delivery Delay,Critical,Open,Chat,,Customer reported an issue related to account access.
TKT00001208,CUST004093,ORD00000002,2024-11-02 11:50:19,2024-11-08 09:50:19,Account Access,Low,Closed,Email,1.0,Customer reported an issue related to product information.
TKT00001209,CUST004757,ORD00013702,2024-07-14 03:59:28,2024-07-15 11:59:28,Refund Request,Low,Closed,Chat,2.0,Customer reported an issue related to technical issue.
TKT00001210,CUST003521,ORD00028086,2023-11-19 00:25:22,,Missing Item,Medium,Open,Chat,,Customer reported an issue related to wrong product.
TKT00001211,CUST000022,ORD00024896,2023-04-27 03:02:08,,Product Information,Medium,Open,Email,,Customer reported an issue related to payment issue.
TKT00001212,CUST003637,,2025-09-08 06:11:11,2025-09-14 17:11:11,Account Access,Critical,Closed,Chat,1.0,Customer reported an issue related to refund request.
TKT00001213,CUST001492,ORD00007592,2023-11-24 07:54:51,2023-12-01 17:54:51,Delivery Delay,Critical,Closed,Phone,3.0,Customer reported an issue related to technical issue.
TKT00001214,CUST004671,,2024-12-28 19:59:14,2024-12-29 00:59:14,Missing Item,High,Closed,Email,1.0,Customer reported an issue related to order cancellation.
TKT00001215,CUST004309,ORD00011386,2025-04-20 15:30:53,,Wrong Product,Low,Open,Social Media,,Customer reported an issue related to account access.
TKT00001216,CUST004993,,2023-01-13 05:16:34,2023-01-14 08:16:34,Damaged Product,Medium,Closed,Web Form,1.0,Customer reported an issue related to product information.
TKT00001217,CUST000142,ORD00005914,2024-06-22 20:39:21,,Missing Item,High,Open,Social Media,,Customer reported an issue related to missing item.
TKT00001218,CUST000941,ORD00006668,2024-06-11 13:39:10,,Order Cancellation,High,In Progress,Web Form,,Customer reported an issue related to wrong product.
TKT00001219,CUST001945,ORD00025437,2024-08-20 02:39:59,2024-08-28 21:39:59,Missing Item,High,Resolved,Chat,3.0,Customer reported an issue related to refund request.
TKT00001220,CUST003368,,2025-03-10 14:47:42,,Missing Item,Low,Open,Phone,,Customer reported an issue related to wrong product.
TKT00001221,CUST001590,ORD00016466,2023-03-09 21:57:56,,Damaged Product,Low,In Progress,Social Media,,Customer reported an issue related to damaged product.
TKT00001222,CUST001997,,2026-03-03 07:59:18,2026-03-05 23:59:18,Technical Issue,Critical,Resolved,Social Media,1.0,Customer reported an issue related to delivery delay.
TKT00001223,CUST002433,,2025-06-27 19:54:55,2025-07-04 13:54:55,Payment Issue,Critical,Closed,Social Media,1.0,Customer reported an issue related to missing item.
TKT00001224,CUST004322,,2026-05-16 01:21:51,,Refund Request,Low,Open,Chat,,Customer reported an issue related to technical issue.
TKT00001225,CUST002368,ORD00027578,2026-01-29 02:21:55,2026-01-31 07:21:55,Account Access,Critical,Closed,Phone,4.0,Customer reported an issue related to product information.
TKT00001226,CUST004884,ORD00009786,2025-12-07 06:55:23,,Product Information,Critical,Open,Phone,,Customer reported an issue related to account access.
TKT00001227,CUST003432,ORD00016913,2024-07-23 00:35:54,,Damaged Product,Critical,In Progress,Web Form,,Customer reported an issue related to technical issue.
TKT00001228,CUST002540,,2026-02-03 11:21:54,2026-02-09 20:21:54,Refund Request,High,Resolved,Web Form,4.0,Customer reported an issue related to damaged product.
TKT00001229,CUST002330,ORD00024384,2024-01-10 23:39:17,,Account Access,High,Open,Social Media,,Customer reported an issue related to damaged product.
TKT00001230,CUST001672,ORD00015675,2025-07-27 07:47:56,2025-08-05 00:47:56,Product Information,Critical,Resolved,Chat,2.0,Customer reported an issue related to account access.
TKT00001231,CUST001566,ORD00023230,2023-03-05 18:05:46,2023-03-12 22:05:46,Order Cancellation,High,Closed,Email,3.0,Customer reported an issue related to refund request.
TKT00001232,CUST003323,ORD00008464,2023-07-17 16:57:20,2023-07-22 23:57:20,Product Information,Critical,Closed,Phone,3.0,Customer reported an issue related to wrong product.
TKT00001233,CUST000773,ORD00020509,2023-07-04 10:48:38,,Account Access,Medium,Open,Web Form,,Customer reported an issue related to refund request.
TKT00001234,CUST003451,,2023-04-15 02:11:52,2023-04-18 20:11:52,Account Access,Medium,Closed,Email,5.0,Customer reported an issue related to account access.
TKT00001235,CUST000812,,2024-07-08 16:04:07,2024-07-15 23:04:07,Account Access,Medium,Closed,Email,5.0,Customer reported an issue related to payment issue.
TKT00001236,CUST000941,ORD00006318,2024-11-14 12:19:19,2024-11-17 02:19:19,Missing Item,High,Closed,Social Media,5.0,Customer reported an issue related to delivery delay.
TKT00001237,CUST000292,ORD00009978,2024-03-14 12:50:17,,Account Access,Medium,Open,Chat,,Customer reported an issue related to refund request.
TKT00001238,CUST003211,ORD00023598,2023-01-01 05:34:08,2023-01-09 11:34:08,Technical Issue,High,Closed,Social Media,2.0,Customer reported an issue related to order cancellation.
TKT00001239,CUST004331,ORD00024901,2024-09-06 22:41:41,,Refund Request,Low,Open,Phone,,Customer reported an issue related to delivery delay.
TKT00001240,CUST001533,ORD00001736,2026-04-07 20:24:38,,Technical Issue,Medium,In Progress,Social Media,,Customer reported an issue related to delivery delay.
TKT00001241,CUST001008,,2023-12-08 15:55:22,2023-12-17 12:55:22,Refund Request,Medium,Closed,Web Form,1.0,Customer reported an issue related to account access.
TKT00001242,CUST002362,ORD00022855,2023-06-18 18:23:38,2023-06-25 05:23:38,Wrong Product,Low,Closed,Phone,2.0,Customer reported an issue related to payment issue.
TKT00001243,CUST003274,ORD00020806,2023-11-05 20:10:39,2023-11-13 18:10:39,Technical Issue,High,Closed,Web Form,1.0,Customer reported an issue related to order cancellation.
TKT00001244,CUST000494,ORD00009861,2025-12-06 01:05:13,2025-12-13 02:05:13,Damaged Product,Low,Closed,Web Form,3.0,Customer reported an issue related to missing item.
TKT00001245,CUST003933,ORD00021588,2023-12-12 21:12:27,2023-12-20 04:12:27,Wrong Product,Critical,Closed,Phone,3.0,Customer reported an issue related to order cancellation.
TKT00001246,CUST002790,ORD00013799,2023-01-01 08:37:13,,Refund Request,Critical,In Progress,Social Media,,Customer reported an issue related to technical issue.
TKT00001247,CUST003302,ORD00013151,2026-06-05 20:28:57,,Missing Item,High,In Progress,Phone,,Customer reported an issue related to delivery delay.
TKT00001248,CUST001531,ORD00015672,2024-01-25 20:46:05,2024-01-26 09:46:05,Delivery Delay,Critical,Resolved,Email,1.0,Customer reported an issue related to product information.
TKT00001249,CUST003547,ORD00011482,2023-08-24 12:00:51,2023-09-02 19:00:51,Wrong Product,Medium,Closed,Email,4.0,Customer reported an issue related to technical issue.
TKT00001250,CUST003094,ORD00006202,2024-07-27 03:43:09,,Payment Issue,Critical,Open,Email,,Customer reported an issue related to technical issue.
TKT00001251,CUST000381,,2023-06-03 22:28:57,2023-06-09 10:28:57,Order Cancellation,Medium,Resolved,Chat,2.0,Customer reported an issue related to account access.
TKT00001252,CUST001283,,2025-12-11 17:16:53,2025-12-15 12:16:53,Damaged Product,Low,Closed,Chat,2.0,Customer reported an issue related to refund request.
TKT00001253,CUST003633,ORD00020254,2024-10-11 13:41:12,,Missing Item,High,Open,Social Media,,Customer reported an issue related to technical issue.
TKT00001254,CUST002483,ORD00005712,2023-08-31 23:51:35,2023-09-02 22:51:35,Refund Request,Critical,Closed,Web Form,3.0,Customer reported an issue related to order cancellation.
TKT00001255,CUST003266,ORD00009887,2023-02-03 16:56:31,2023-02-08 14:56:31,Refund Request,Low,Resolved,Chat,2.0,Customer reported an issue related to account access.
TKT00001256,CUST002468,,2026-01-07 15:54:43,,Order Cancellation,Critical,Open,Chat,,Customer reported an issue related to missing item.
TKT00001257,CUST003978,ORD00027022,2026-06-22 15:39:55,2026-06-27 07:39:55,Product Information,High,Closed,Chat,1.0,Customer reported an issue related to delivery delay.
TKT00001258,CUST003584,ORD00025600,2024-01-27 18:58:41,,Wrong Product,Low,In Progress,Chat,,Customer reported an issue related to wrong product.
TKT00001259,CUST003214,,2023-06-25 21:08:50,,Product Information,Critical,Open,Phone,,Customer reported an issue related to wrong product.
TKT00001260,CUST004523,ORD00002215,2025-11-08 07:42:34,2025-11-10 23:42:34,Order Cancellation,Low,Closed,Web Form,5.0,Customer reported an issue related to wrong product.
TKT00001261,CUST001237,ORD00017935,2024-03-11 15:02:15,,Order Cancellation,Medium,In Progress,Social Media,,Customer reported an issue related to payment issue.
TKT00001262,CUST000827,ORD00021215,2025-08-05 14:49:43,,Product Information,Low,In Progress,Web Form,,Customer reported an issue related to damaged product.
TKT00001263,CUST004706,ORD00016455,2026-01-15 15:06:34,2026-01-20 14:06:34,Technical Issue,Low,Resolved,Chat,3.0,Customer reported an issue related to refund request.
TKT00001264,CUST003418,,2023-09-12 23:20:39,,Damaged Product,High,Open,Email,,Customer reported an issue related to order cancellation.
TKT00001265,CUST002570,,2024-05-03 10:23:44,2024-05-07 16:23:44,Damaged Product,Low,Closed,Web Form,5.0,Customer reported an issue related to account access.
TKT00001266,CUST002173,ORD00004825,2025-06-27 14:48:49,,Payment Issue,Medium,In Progress,Phone,,Customer reported an issue related to delivery delay.
TKT00001267,CUST001001,ORD00012845,2024-03-19 17:03:59,2024-03-24 01:03:59,Damaged Product,Medium,Resolved,Social Media,3.0,Customer reported an issue related to damaged product.
TKT00001268,CUST001716,ORD00029213,2025-02-20 02:30:37,,Technical Issue,Medium,In Progress,Social Media,,Customer reported an issue related to technical issue.
TKT00001269,CUST003352,,2023-09-24 22:44:53,2023-10-02 15:44:53,Technical Issue,Medium,Resolved,Phone,4.0,Customer reported an issue related to damaged product.
TKT00001270,CUST001528,ORD00027030,2026-04-29 08:54:05,2026-05-01 02:54:05,Delivery Delay,Critical,Closed,Web Form,5.0,Customer reported an issue related to payment issue.
TKT00001271,CUST003170,ORD00010344,2023-04-26 11:49:34,,Product Information,Low,Open,Chat,,Customer reported an issue related to technical issue.
TKT00001272,CUST002308,,2026-03-14 12:55:52,,Payment Issue,Medium,In Progress,Phone,,Customer reported an issue related to product information.
TKT00001273,CUST000105,ORD00013942,2025-09-29 03:04:03,2025-10-02 13:04:03,Damaged Product,Low,Resolved,Chat,2.0,Customer reported an issue related to product information.
TKT00001274,CUST001473,,2025-01-22 09:09:21,2025-01-31 20:09:21,Wrong Product,Low,Closed,Chat,4.0,Customer reported an issue related to wrong product.
TKT00001275,CUST000192,,2023-07-05 13:17:32,2023-07-11 02:17:32,Delivery Delay,Low,Closed,Chat,1.0,Customer reported an issue related to technical issue.
TKT00001276,CUST002417,ORD00026699,2023-07-09 09:39:47,,Refund Request,High,In Progress,Chat,,Customer reported an issue related to technical issue.
TKT00001277,CUST004049,ORD00011985,2024-03-01 19:00:13,2024-03-06 09:00:13,Account Access,Medium,Resolved,Phone,2.0,Customer reported an issue related to refund request.
TKT00001278,CUST002112,ORD00003069,2026-04-16 03:21:56,2026-04-17 01:21:56,Product Information,High,Resolved,Social Media,1.0,Customer reported an issue related to product information.
TKT00001279,CUST000651,ORD00028009,2025-03-20 10:59:42,2025-03-21 16:59:42,Payment Issue,Low,Closed,Chat,5.0,Customer reported an issue related to product information.
TKT00001280,CUST001882,ORD00029422,2024-04-11 10:13:52,,Payment Issue,Critical,In Progress,Email,,Customer reported an issue related to order cancellation.
TKT00001281,CUST002321,ORD00006627,2024-04-24 01:30:07,,Wrong Product,Medium,Open,Email,,Customer reported an issue related to payment issue.
TKT00001282,CUST003144,ORD00022403,2026-04-18 20:54:41,2026-04-26 08:54:41,Order Cancellation,Low,Resolved,Web Form,2.0,Customer reported an issue related to account access.
TKT00001283,CUST004589,ORD00004378,2023-12-31 21:38:44,2024-01-09 20:38:44,Payment Issue,Low,Closed,Web Form,5.0,Customer reported an issue related to technical issue.
TKT00001284,CUST003056,ORD00013908,2023-02-06 09:03:20,2023-02-13 20:03:20,Refund Request,Medium,Closed,Social Media,5.0,Customer reported an issue related to order cancellation.
TKT00001285,CUST000364,ORD00026101,2024-09-25 19:23:53,2024-09-30 21:23:53,Order Cancellation,High,Closed,Web Form,3.0,Customer reported an issue related to refund request.
TKT00001286,CUST004228,ORD00012392,2025-10-17 05:56:18,,Payment Issue,High,Open,Email,,Customer reported an issue related to refund request.
TKT00001287,CUST003711,ORD00016468,2026-06-24 01:36:02,,Damaged Product,Low,Open,Chat,,Customer reported an issue related to technical issue.
TKT00001288,CUST004627,,2025-08-03 13:08:48,2025-08-04 15:08:48,Missing Item,Critical,Closed,Web Form,1.0,Customer reported an issue related to delivery delay.
TKT00001289,CUST001911,,2024-12-19 06:41:38,2024-12-27 02:41:38,Wrong Product,Low,Closed,Social Media,1.0,Customer reported an issue related to technical issue.
TKT00001290,CUST003066,,2024-06-02 10:37:12,2024-06-02 14:37:12,Refund Request,Low,Resolved,Social Media,1.0,Customer reported an issue related to product information.
TKT00001291,CUST003163,,2023-11-02 20:13:43,2023-11-12 10:13:43,Technical Issue,Medium,Resolved,Web Form,3.0,Customer reported an issue related to damaged product.
TKT00001292,CUST001773,,2023-09-30 12:08:42,2023-10-09 23:08:42,Damaged Product,Medium,Closed,Web Form,1.0,Customer reported an issue related to missing item.
TKT00001293,CUST004377,ORD00003503,2023-04-04 10:10:20,,Technical Issue,Critical,Open,Email,,Customer reported an issue related to product information.
TKT00001294,CUST004164,ORD00025802,2023-10-23 13:36:59,,Missing Item,Medium,Open,Chat,,Customer reported an issue related to account access.
TKT00001295,CUST001548,ORD00013241,2025-01-31 19:37:17,,Wrong Product,Critical,Open,Email,,Customer reported an issue related to wrong product.
TKT00001296,CUST001224,ORD00008107,2024-09-30 11:18:31,,Product Information,High,In Progress,Social Media,,Customer reported an issue related to payment issue.
TKT00001297,CUST000996,ORD00000689,2025-07-16 18:52:57,2025-07-23 08:52:57,Damaged Product,High,Closed,Email,2.0,Customer reported an issue related to payment issue.
TKT00001298,CUST003424,ORD00011469,2023-01-15 02:59:18,,Account Access,Medium,Open,Social Media,,Customer reported an issue related to wrong product.
TKT00001299,CUST001947,,2024-05-13 12:52:33,2024-05-18 23:52:33,Missing Item,Low,Resolved,Social Media,1.0,Customer reported an issue related to order cancellation.
TKT00001300,CUST002840,ORD00011318,2024-12-20 22:46:00,,Payment Issue,Critical,Open,Social Media,,Customer reported an issue related to account access.
TKT00001301,CUST004398,ORD00009487,2024-07-11 12:25:24,,Missing Item,Low,In Progress,Web Form,,Customer reported an issue related to payment issue.
TKT00001302,CUST002439,ORD00010566,2024-02-29 06:46:24,,Product Information,Critical,In Progress,Chat,,Customer reported an issue related to wrong product.
TKT00001303,CUST003476,ORD00019353,2026-03-02 11:42:27,2026-03-07 14:42:27,Delivery Delay,High,Resolved,Email,2.0,Customer reported an issue related to refund request.
TKT00001304,CUST000620,ORD00006398,2023-05-17 10:17:32,2023-05-23 03:17:32,Account Access,Medium,Resolved,Chat,4.0,Customer reported an issue related to payment issue.
TKT00001305,CUST004388,ORD00029159,2024-07-20 14:02:14,,Delivery Delay,High,Open,Email,,Customer reported an issue related to damaged product.
TKT00001306,CUST001528,,2023-10-01 21:27:48,2023-10-07 14:27:48,Account Access,Critical,Resolved,Email,3.0,Customer reported an issue related to technical issue.
TKT00001307,CUST002995,ORD00018347,2023-03-19 03:48:51,,Payment Issue,Critical,Open,Chat,,Customer reported an issue related to payment issue.
TKT00001308,CUST003047,,2026-03-03 22:50:13,,Payment Issue,High,Open,Email,,Customer reported an issue related to payment issue.
TKT00001309,CUST003990,ORD00022646,2025-04-13 04:28:03,2025-04-14 19:28:03,Account Access,High,Closed,Email,5.0,Customer reported an issue related to missing item.
TKT00001310,CUST004398,ORD00027395,2023-04-20 08:22:32,2023-04-22 22:22:32,Refund Request,Medium,Resolved,Social Media,1.0,Customer reported an issue related to missing item.
TKT00001311,CUST003691,ORD00014259,2023-07-02 13:23:29,,Technical Issue,Critical,Open,Chat,,Customer reported an issue related to wrong product.
TKT00001312,CUST002812,,2024-06-25 06:32:08,2024-06-30 17:32:08,Account Access,Medium,Closed,Web Form,2.0,Customer reported an issue related to order cancellation.
TKT00001313,CUST003002,ORD00012532,2023-06-10 23:09:55,,Technical Issue,Medium,In Progress,Chat,,Customer reported an issue related to delivery delay.
TKT00001314,CUST000405,ORD00013244,2023-04-01 09:05:51,,Order Cancellation,Critical,In Progress,Email,,Customer reported an issue related to delivery delay.
TKT00001315,CUST004140,ORD00017372,2025-07-10 19:59:45,,Technical Issue,Medium,Open,Social Media,,Customer reported an issue related to missing item.
TKT00001316,CUST003224,ORD00027002,2023-08-12 06:52:11,2023-08-19 23:52:11,Product Information,High,Resolved,Web Form,3.0,Customer reported an issue related to payment issue.
TKT00001317,CUST000146,ORD00004253,2024-09-18 21:38:50,,Damaged Product,Medium,Open,Email,,Customer reported an issue related to damaged product.
TKT00001318,CUST001711,ORD00004354,2024-10-30 02:11:10,,Technical Issue,Low,Open,Phone,,Customer reported an issue related to damaged product.
TKT00001319,CUST000792,ORD00011867,2024-01-09 10:52:28,2024-01-15 19:52:28,Product Information,Medium,Resolved,Chat,4.0,Customer reported an issue related to product information.
TKT00001320,CUST002826,ORD00007578,2024-12-09 21:47:09,,Wrong Product,Low,Open,Chat,,Customer reported an issue related to damaged product.
TKT00001321,CUST004823,,2026-02-03 10:04:58,2026-02-04 18:04:58,Technical Issue,Low,Resolved,Email,4.0,Customer reported an issue related to order cancellation.
TKT00001322,CUST000410,ORD00003301,2023-12-27 10:20:19,,Damaged Product,Medium,Open,Phone,,Customer reported an issue related to account access.
TKT00001323,CUST001902,,2024-07-04 17:41:58,,Missing Item,Medium,In Progress,Web Form,,Customer reported an issue related to delivery delay.
TKT00001324,CUST001956,ORD00011353,2024-12-08 05:02:48,,Account Access,Critical,Open,Email,,Customer reported an issue related to product information.
TKT00001325,CUST004012,ORD00027197,2024-02-27 17:02:34,,Damaged Product,Medium,Open,Social Media,,Customer reported an issue related to order cancellation.
TKT00001326,CUST000853,ORD00021112,2025-07-17 02:29:13,,Order Cancellation,Critical,Open,Web Form,,Customer reported an issue related to missing item.
TKT00001327,CUST000409,,2024-01-01 20:15:37,,Product Information,Medium,In Progress,Web Form,,Customer reported an issue related to wrong product.
TKT00001328,CUST002669,ORD00013915,2025-08-22 18:29:13,,Wrong Product,Medium,In Progress,Phone,,Customer reported an issue related to damaged product.
TKT00001329,CUST000012,ORD00013222,2023-04-19 08:19:35,2023-04-26 01:19:35,Product Information,Low,Resolved,Email,1.0,Customer reported an issue related to refund request.
TKT00001330,CUST004090,ORD00014579,2024-11-21 21:38:43,,Damaged Product,High,In Progress,Chat,,Customer reported an issue related to missing item.
TKT00001331,CUST004633,ORD00002494,2024-04-12 04:24:06,,Payment Issue,Medium,In Progress,Phone,,Customer reported an issue related to payment issue.
TKT00001332,CUST002718,ORD00028065,2025-08-28 20:17:27,,Missing Item,Low,In Progress,Web Form,,Customer reported an issue related to delivery delay.
TKT00001333,CUST001158,,2026-01-02 05:53:14,,Damaged Product,Medium,Open,Email,,Customer reported an issue related to damaged product.
TKT00001334,CUST004911,ORD00019000,2024-09-20 19:01:50,2024-09-30 17:01:50,Account Access,Low,Resolved,Phone,1.0,Customer reported an issue related to delivery delay.
TKT00001335,CUST002848,,2026-04-15 18:46:52,2026-04-23 10:46:52,Wrong Product,Critical,Resolved,Social Media,4.0,Customer reported an issue related to refund request.
TKT00001336,CUST002003,,2023-08-06 22:32:28,2023-08-09 01:32:28,Refund Request,High,Closed,Chat,5.0,Customer reported an issue related to account access.
TKT00001337,CUST004301,ORD00004191,2023-07-20 22:10:50,,Payment Issue,Critical,Open,Web Form,,Customer reported an issue related to account access.
TKT00001338,CUST004028,ORD00002505,2025-07-06 16:37:15,2025-07-10 14:37:15,Product Information,Critical,Resolved,Social Media,2.0,Customer reported an issue related to order cancellation.
TKT00001339,CUST003288,ORD00026490,2023-10-12 09:12:27,,Product Information,Medium,Open,Phone,,Customer reported an issue related to wrong product.
TKT00001340,CUST000460,,2025-01-29 20:18:34,2025-02-02 18:18:34,Technical Issue,Medium,Closed,Web Form,2.0,Customer reported an issue related to order cancellation.
TKT00001341,CUST003971,ORD00029401,2024-12-04 20:33:36,2024-12-10 16:33:36,Damaged Product,Low,Closed,Social Media,4.0,Customer reported an issue related to damaged product.
TKT00001342,CUST001601,ORD00026686,2024-04-25 03:48:15,,Product Information,Medium,Open,Chat,,Customer reported an issue related to technical issue.
TKT00001343,CUST000301,ORD00012875,2023-11-25 03:32:57,2023-11-30 04:32:57,Wrong Product,Critical,Closed,Social Media,2.0,Customer reported an issue related to damaged product.
